seqname	start	end	strand	name	display_name	note
chrV	466158	467420	-	PEA2	<PEA2<	Coiled-coil polarisome protein required for polarized morphogenesis%2C cell fusion%2C and low affinity Ca2%2B influx%3B forms polarisome complex with Bni1p%2C Bud6p%2C and Spa2p%3B localizes to sites of polarized growth
chrV	468320	468766	+	SPI1	>SPI1>	GPI-anchored cell wall protein involved in weak acid resistance%3B basal expression requires Msn2p%2FMsn4p%3B expression is induced under conditions of stress and during the diauxic shift%3B similar to Sed1p
chrV	469636	472374	-	UBP3	<UBP3<	Ubiquitin-specific protease that interacts with Bre5p to co-regulate anterograde and retrograde transport between the ER and Golgi%3B inhibitor of gene silencing%3B cleaves ubiquitin fusions but not polyubiquitin%3B also has mRNA binding activity
chrV	472607	473938	-	YER152C	<YER152C<	Protein with 2-aminoadipate transaminase activity%3B shares amino acid similarity with the aminotransferases Aro8p and Aro9p%3B YER152C is not an essential gene
chrV	473435	474001	+	YER152W-A	>YER152W-A>	Dubious ORF unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrV	473991	474755	-	PET122	<PET122<	Mitochondrial translational activator specific for the COX3 mRNA%2C acts together with Pet54p and Pet494p%3B located in the mitochondrial inner membrane
chrV	474970	476178	+	OXA1	>OXA1>	Mitochondrial inner membrane insertase%2C mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane%2C interacts with mitochondrial ribosomes%3B conserved from bacteria to animals
chrV	476295	482798	-	BEM2	<BEM2<	Rho GTPase activating protein (RhoGAP) involved in the control of cytoskeleton organization and cellular morphogenesis%3B required for bud emergence
chrV	483275	484291	-	YER156C	<YER156C<	Putative protein of unknown function%3B interacts with Hsp82p and copurifies with Ipl1p%3B expression is copper responsive and downregulated in strains deleted for MAC1%2C a copper-responsive transcription factor%3B similarity to mammalian MYG1
chrV	484738	487143	+	COG3	>COG3>	Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p)%2C a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments
chrV	488807	490528	-	YER158C	<YER158C<	Protein of unknown function%2C has similarity to Afr1p%3B potentially phosphorylated by Cdc28p
chrV	491437	491652	+	YER158W-A	>YER158W-A>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B identified by gene-trapping%2C microarray-based expression analysis%2C and genome-wide homology searching
chrV	491480	491908	-	BUR6	<BUR6<	Subunit of a heterodimeric NC2 transcription regulator complex with Ncb2p%3B complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription%3B homologous to human NC2alpha
chrV	499297	500298	-	SPT2	<SPT2<	Protein involved in negative regulation of transcription%3B required for RNA polyadenylation%3B exhibits regulated interactions with both histones and SWI-SNF components%2C has similarity to mammalian HMG1 proteins
chrV	500580	502844	-	RAD4	<RAD4<	Protein that recognizes and binds damaged DNA (with Rad23p) during nucleotide excision repair%3B subunit of Nuclear Excision Repair Factor 2 (NEF2)%3B homolog of human XPC protein
chrV	503034	503732	-	YER163C	<YER163C<	Putative protein of unknown function%3B green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus%3B periodically expressed during the metabolic cycle%3B weak similarity to bacterial cation transport protein
chrV	505342	509748	+	CHD1	>CHD1>	Nucleosome remodeling factor that functions in regulation of transcription elongation%3B contains a chromo domain%2C a helicase domain and a DNA-binding domain%3B component of both the SAGA and SLIK complexes
chrV	510323	512056	+	PAB1	>PAB1>	Poly(A) binding protein%2C part of the 3'-end RNA-processing complex%2C mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail%2C involved in control of poly(A) tail length%2C interacts with translation factor eIF-4G
chrV	512577	512933	-	YER165C-A	<YER165C-A<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B overlaps the verified gene DNF1%2FYER166W
chrV	512694	517409	+	DNF1	>DNF1>	Aminophospholipid translocase (flippase) that localizes primarily to the plasma membrane%3B contributes to endocytosis%2C protein transport and cell polarity%3B type 4 P-type ATPase
chrV	518166	520721	+	BCK2	>BCK2>	Protein rich in serine and threonine residues involved in protein kinase C signaling pathway%2C which controls cell integrity%3B overproduction suppresses pkc1 mutations
chrV	520979	522619	-	CCA1	<CCA1<	ATP (CTP)%3AtRNA-specific tRNA nucleotidyltransferase%3B different forms targeted to the nucleus%2C cytosol%2C and mitochondrion are generated via the use of multiple transcriptional and translational start sites
chrV	523319	525709	+	RPH1	>RPH1>	JmjC domain-containing histone demethylase which can specifically demethylate H3K36 tri- and dimethyl modification states%3B transcriptional repressor of PHR1%3B Rph1p phosphorylation during DNA damage is under control of the MEC1-RAD53 pathway
chrV	525924	526601	+	ADK2	>ADK2>	Mitochondrial adenylate kinase%2C catalyzes the reversible synthesis of GTP and AMP from GDP and ADP%3B may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions%3B 3' sequence of ADK2 varies with strain background
chrV	527032	529368	+	RAD3	>RAD3>	5' to 3' DNA helicase%2C involved in nucleotide excision repair and transcription%3B subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3)%3B homolog of human XPD protein%3B mutant has aneuploidy tolerance
chrV	529480	535971	-	BRR2	<BRR2<	RNA-dependent ATPase RNA helicase (DEIH box)%3B required for disruption of U4%2FU6 base-pairing in native snRNPs to activate the spliceosome for catalysis%3B homologous to human U5-200kD
chrV	536225	536605	-	YER172C-A	<YER172C-A<	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrV	536250	538229	+	RAD24	>RAD24>	Checkpoint protein%2C involved in the activation of the DNA damage and meiotic pachytene checkpoints%3B subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA%3B homolog of human and S. pombe Rad17 protein
chrV	538384	539118	-	GRX4	<GRX4<	Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase%3B monothiol glutaredoxin subfamily member along with Grx3p and Grx5p%3B protects cells from oxidative damage%3B mutant has increased aneuploidy tolerance
chrV	539414	540313	-	TMT1	<TMT1<	Trans-aconitate methyltransferase%2C cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate%2C an intermediate of the leucine biosynthetic pathway%2C and trans-aconitate%2C which inhibits the citric acid cycle
chrV	540600	540764	+	YER175W-A	>YER175W-A>	Putative protein of unknown function%3B identified by gene-trapping%2C microarray-based expression analysis%2C and genome-wide homology searching
chrV	541640	545005	+	ECM32	>ECM32>	DNA dependent ATPase%2FDNA helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination%3B interacts with the translation termination factors%2C localized to polysomes
chrV	545561	546364	+	BMH1	>BMH1>	14-3-3 protein%2C major isoform%3B controls proteome at post-transcriptional level%2C binds proteins and DNA%2C involved in regulation of many processes including exocytosis%2C vesicle transport%2C Ras%2FMAPK signaling%2C and rapamycin-sensitive signaling
chrV	546767	548029	+	PDA1	>PDA1>	E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex%2C catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA%3B phosphorylated%3B regulated by glucose
chrV	548371	549467	+	DMC1	>DMC1>	Meiosis-specific protein required for repair of double-strand breaks and pairing between homologous chromosomes%3B homolog of Rad51p and the bacterial RecA protein
chrV	549674	550477	-	ISC10	<ISC10<	Protein required for sporulation%2C transcript is induced 7.5 hours after induction of meiosis%2C expected to play significant role in the formation of reproductive cells
chrV	550815	551072	-	SLO1	<SLO1<	Protein interacting with Arl3p%2C which is a GTPase of the Ras superfamily involved in vesicle-tethering at the Golgi%3B putative ortholog of human SCOCO
chrV	551423	551746	-	YER181C	<YER181C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative data%3B extensively overlaps a Ty1 LTR%3B protein product is detected in highly purified mitochondria in high-throughput studies
chrV	552475	553209	+	FMP10	>FMP10>	Putative protein of unknown function%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrV	553284	553919	-	FAU1	<FAU1<	5%2C10-methenyltetrahydrofolate synthetase%2C involved in folic acid biosynthesis
chrV	556246	558630	-	YER184C	<YER184C<	Putative zinc cluster protein%3B deletion confers sensitivity to Calcufluor white%2C and prevents growth on glycerol or lactate as sole carbon source
chrV	559404	560315	+	PUG1	>PUG1>	Plasma membrane protein with roles in the uptake of protoprophyrin IX and the efflux of heme%3B expression is induced under both low-heme and low-oxygen conditions%3B member of the fungal lipid-translocating exporter (LTE) family of proteins
chrV	561655	562575	-	YER186C	<YER186C<	Putative protein of unknown function
chrV	566180	566605	+	YER187W	>YER187W>	Putative protein of unknown function%3B induced in respiratory-deficient cells
chrV	567990	568709	+	YER188W	>YER188W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B large-scale analyses show mRNA expression increases under anaerobic conditions and two-hybrid interactions with Sst2p
chrV	569558	569857	-	YER188C-A	<YER188C-A<	Putative protein of unknown function
chrV	571105	571473	+	YER189W	>YER189W>	Putative protein of unknown function
chrV	571430	576475	+	YRF1-2	>YRF1-2>	Helicase encoded by the Y' element of subtelomeric regions%2C highly expressed in the mutants lacking the telomerase component TLC1%3B potentially phosphorylated by Cdc28p%3B induced by treatment with 8-methoxypsoralen and UVA irradiation
chrV	574754	575329	-	YER190C-A	<YER190C-A<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B completely overlaps the verified ORF YRF1-2%2FYER190W%3B identified by gene-trapping%2C expression analysis%2C and homology
chrV	575630	576112	-	YER190C-B	<YER190C-B<	Putative protein of unknown function%3B identified by gene-trapping%2C microarray-based expression analysis%2C and genome-wide homology searching
chrVI	52	534	+	YFL068W	>YFL068W>	Putative protein of unknown function
chrVI	835	1362	+	YFL067W	>YFL067W>	Protein of unknown function%2C down-regulated at low calcium levels
chrVI	1436	2614	-	YFL066C	<YFL066C<	Helicase-like protein encoded within the telomeric Y' element%3B induced by treatment with 8-methoxypsoralen and UVA irradiation
chrVI	3029	3337	-	YFL065C	<YFL065C<	Putative protein of unknown function%3B induced by treatment with 8-methoxypsoralen and UVA irradiation
chrVI	3321	3845	-	YFL064C	<YFL064C<	Putative protein of unknown function
chrVI	5065	5520	+	YFL063W	>YFL063W>	Dubious open reading frame%2C based on available experimental and comparative sequence data
chrVI	6425	7564	+	COS4	>COS4>	Protein of unknown function%2C member of the DUP380 subfamily of conserved%2C often subtelomerically-encoded proteins
chrVI	9544	10221	+	DDI2	>DDI2>	Protein of unknown function%3B expression is induced over 100-fold by DNA damage%3B induction decreased in rad6 and rad18 mutants
chrVI	10300	10968	-	SNO3	<SNO3<	Protein of unknown function%2C nearly identical to Sno2p%3B expression is induced before the diauxic shift and also in the absence of thiamin
chrVI	11362	12258	+	SNZ3	>SNZ3>	Member of a stationary phase-induced gene family%3B transcription of SNZ2 is induced prior to diauxic shift%2C and also in the absence of thiamin in a Thi2p-dependent manner%3B forms a coregulated gene pair with SNO3
chrVI	12928	13950	+	THI5	>THI5>	Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP)%3B member of a subtelomeric gene family including THI5%2C THI11%2C THI12%2C and THI13
chrVI	14304	14762	-	AAD16	<AAD16<	Putative aryl-alcohol dehydrogenase with similarity to P. chrysosporium aryl-alcohol dehydrogenase%3B mutational analysis has not yet revealed a physiological role
chrVI	14792	15430	-	AAD6	<AAD6<	Putative aryl-alcohol dehydrogenase with similarity to P. chrysosporium aryl-alcohol dehydrogenase%2C involved in the oxidative stress response%3B expression induced in cells treated with the mycotoxin patulin
chrVI	17003	18679	+	AGP3	>AGP3>	Low-affinity amino acid permease%2C may act to supply the cell with amino acids as nitrogen source in nitrogen-poor conditions%3B transcription is induced under conditions of sulfur limitation%3B plays a role in regulating Ty1 transposition
chrVI	20846	22786	-	YFL054C	<YFL054C<	Putative channel-like protein%3B similar to Fps1p%3B mediates passive diffusion of glycerol in the presence of ethanol
chrVI	23422	25197	+	DAK2	>DAK2>	Dihydroxyacetone kinase%2C required for detoxification of dihydroxyacetone (DHA)%3B involved in stress adaptation
